applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided,full_name,days_since_application,experience_level,gpa_category
APP_0853A,Jane,Davis,jane.davis@email.com,(331) 307-2842,Tech Institute,Computer Science,3.32,2024.0,,Marketing Intern,0.0,Python; Excel; Data Analysis,Under Review,28139.0,Immediate,False,False,0,Jane Davis,,No Experience,3.0-3.4
APP0854B,Elizabeth,Gonzalez,gonzalez.elizabeth@email.com,(625) 215-8055,International University,Economics,1.93,2025.0,2024-02-09,Business Analyst Intern,0.0,"Java, Communication, Project Management, Tableau, SQL, Machine Learning",Under Review,28139.0,2 Weeks,True,True,5,Elizabeth Gonzalez,613.0,No Experience,Below 2.0
APP_0855,Emily,Garcia,egarcia@email.com,+1 (758) 863-6016,State University,Communications,3.5,2026.0,,Data Science Intern,0.0,Java; Data Analysis; Communication; Excel,Accepted,19447.0,1 Month,True,False,2,Emily Garcia,,No Experience,3.5-4.0
APP-0856,James,Lopez,james820@email.com,(690) 448-9725,International University,Computer Science,3.32,2022.0,,Ux Design Intern,0.0,Various technical skills,Pending,35743.0,Immediate,False,False,1,James Lopez,,No Experience,3.0-3.4
APP0857,Elizabeth,Davis,davis.elizabeth@email.com,(951) 319-3300,Private College,Business Administration,3.33,2025.0,,Business Analyst Intern,0.0,Various technical skills,Accepted,26352.0,Immediate,False,False,3,Elizabeth Davis,,No Experience,3.0-3.4
APP-0858,Michelle,Smith,michelle.smith@email.com,(249) 895-1873,Private College,Business Administration,2.51,2023.0,2024-03-14,Marketing Intern,0.0,"Python, SQL, Data Analysis, Communication, PowerPoint, JavaScript",Rejected,15470.0,3 Months,True,False,3,Michelle Smith,579.0,No Experience,2.0-2.9
APP-0858,Michelle,Smith,michelle.smith6@email.com,(249) 895-1873,Private College,Business Administration,2.51,2023.0,2024-03-14,Marketing Intern,0.0,"Python, SQL, Data Analysis, Communication, PowerPoint, JavaScript",Rejected,15470.0,3 Months,True,False,3,Michelle Smith,579.0,No Experience,2.0-2.9
APP-0861B,Michelle,Garcia,michelle725@email.com,(610) 456-4558,Private College,Marketing,2.91,2022.0,,Marketing Intern,10.0,Machine Learning,Accepted,20889.0,Immediate,False,True,4,Michelle Garcia,,Experienced (5+ years),2.0-2.9
APP0862,James,Williams,james.williams@email.com,(245) 290-1323,Public University,Marketing,3.47,2026.0,,Software Developer Intern,0.0,"Excel, Project Management, Python, Communication, Machine Learning, R",Accepted,27781.0,Immediate,True,True,2,James Williams,,No Experience,3.0-3.4
APP-0863,Jane,Williams,jwilliams@email.com,+1 (690) 217-8639,State University,Data Science,3.21,2026.0,,Research Assistant,0.0,"R, Excel, Java, Machine Learning, JavaScript",Pending,25109.0,3 Months,False,True,1,Jane Williams,,No Experience,3.0-3.4
APP-0864B,Jane,Hernandez,hernandez.jane@email.com,(930) 261-4603,Tech Institute,Economics,3.9,2022.0,2024-04-01,Business Analyst Intern,7.0,"Communication, Java, Excel, Machine Learning, SQL, R, PowerPoint",Accepted,16971.0,Immediate,True,False,3,Jane Hernandez,561.0,Experienced (5+ years),3.5-4.0
APP0865,Laura,Hernandez,laura.hernandez@email.com,(892) 723-4313,Public University,Engineering,3.36,2025.0,2024-04-30,Ux Design Intern,6.0,SQL,Under Review,30685.0,Immediate,False,False,2,Laura Hernandez,532.0,Experienced (5+ years),3.0-3.4
APP_0866B,Matthew,Smith,msmith@email.com,(902) 250-5292,International University,Biology,3.31,2022.0,,Research Assistant,0.0,"Machine Learning, Project Management",Accepted,32021.0,2-4 Weeks,True,False,5,Matthew Smith,,No Experience,3.0-3.4
APP-0867A,Matthew,Hernandez,hernandez.matthew@email.com,+1 (359) 830-5252,State University,Data Science,3.17,2025.0,,Research Assistant,0.0,"PowerPoint, Machine Learning, Communication, JavaScript, Data Analysis, Tableau",Accepted,22685.0,Unknown,False,True,2,Matthew Hernandez,,No Experience,3.0-3.4
APP0868A,Michael,Martinez,michael.martinez@email.com,(890) 876-7506,Liberal Arts College,Mathematics,3.15,2023.0,,Business Analyst Intern,0.0,"PowerPoint, Data Analysis, SQL, R, Communication, Excel",Submitted,22297.0,2-4 Weeks,True,True,2,Michael Martinez,,No Experience,3.0-3.4
APP0869B,Laura,Wilson,laura355@email.com,(661) 226-8123,Community College,Business Administration,3.02,2025.0,,Ux Design Intern,1.0,"R, Communication, Python",Rejected,26052.0,Flexible,False,True,4,Laura Wilson,,Beginner (0-2 years),3.0-3.4
APP0870B,Elizabeth,Wilson,ewilson@email.com,+1 (578) 765-4214,Private College,Biology,3.31,2024.0,,Research Assistant,8.0,"PROJECT MANAGEMENT, EXCEL, COMMUNICATION, MACHINE LEARNING, JAVA",Accepted,38255.0,Immediate,False,False,4,Elizabeth Wilson,,Experienced (5+ years),3.0-3.4
APP_0871A,David,Gonzalez,david458@email.com,(789) 792-4392,State University,Communications,3.01,2022.0,2024-02-19,Research Assistant,2.0,"Data Analysis, R, Excel, PowerPoint, Tableau, Python",Accepted,28139.0,Immediate,True,False,5,David Gonzalez,603.0,Beginner (0-2 years),3.0-3.4
APP_0872,John,Johnson,john891@email.com,+1 (304) 953-2764,Liberal Arts College,Economics,2.69,2026.0,,Business Analyst Intern,1.0,"JavaScript, Tableau",Under Review,28039.0,Immediate,True,True,3,John Johnson,,Beginner (0-2 years),2.0-2.9
APP-0873,Sarah,Gonzalez,gonzalez.sarah@email.com,(415) 823-5905,Online University,Computer Science,3.66,2023.0,,Ux Design Intern,1.0,Excel,Under Review,38993.0,3 Months,False,True,0,Sarah Gonzalez,,Beginner (0-2 years),3.5-4.0
APP_0874,Amanda,Johnson,amanda.johnson@email.com,(910) 605-7559,Online University,Biology,3.31,2023.0,,Business Analyst Intern,0.0,Machine Learning,Under Review,32836.0,Immediate,False,True,1,Amanda Johnson,,No Experience,3.0-3.4
APP_0875,Christopher,Gonzalez,gonzalez.christopher@email.com,+1 (458) 732-8516,Tech Institute,Computer Science,2.75,2026.0,2024-05-21,Ux Design Intern,0.0,PYTHON,Rejected,18392.0,Immediate,True,False,2,Christopher Gonzalez,511.0,No Experience,2.0-2.9
APP0876B,James,Anderson,james863@email.com,+1 (259) 826-4125,Private College,Marketing,3.21,2023.0,,Business Analyst Intern,0.0,"Project Management, Tableau, Java",Under Review,17523.0,2 Weeks,False,False,1,James Anderson,,No Experience,3.0-3.4
APP-0877,Sarah,Miller,miller.sarah@email.com,+1 (597) 717-6036,State University,Communications,3.52,2024.0,,Ux Design Intern,2.0,R,Rejected,28017.0,1 Month,False,False,1,Sarah Miller,,Beginner (0-2 years),3.5-4.0
APP0878,Laura,Williams,laura52@email.com,+1 (582) 547-6507,Private College,Engineering,3.6,2023.0,,Research Assistant,0.0,Data Analysis; Machine Learning; Python,Under Review,38559.0,Flexible,True,True,5,Laura Williams,,No Experience,3.5-4.0
APP_0879,Sarah,Brown,sbrown@email.com,+1 (216) 215-2893,International University,Mathematics,3.07,2024.0,2024-06-22,Research Assistant,0.0,"PowerPoint, Communication, Python",Accepted,29741.0,1 Month,False,False,4,Sarah Brown,479.0,No Experience,3.0-3.4
APP_0880B,Michael,Johnson,michael445@email.com,(718) 226-1656,Public University,Psychology,2.26,2022.0,2024-02-02,Ux Design Intern,0.0,Communication,Rejected,22611.0,3 Months,False,True,3,Michael Johnson,620.0,No Experience,2.0-2.9
APP_0881,Amanda,Hernandez,hernandez.amanda@email.com,(739) 934-6414,Online University,Computer Science,3.08,2026.0,,Data Science Intern,1.0,"COMMUNICATION, TABLEAU, DATA ANALYSIS, JAVASCRIPT, POWERPOINT",Submitted,17211.0,2-4 Weeks,True,False,2,Amanda Hernandez,,Beginner (0-2 years),3.0-3.4
APP_0882,Jane,Williams,jane617@email.com,(751) 973-7508,Tech Institute,Economics,3.46,2024.0,,Business Analyst Intern,0.0,"R, SQL, PowerPoint, JavaScript, Machine Learning",Under Review,21999.0,Immediate,False,False,5,Jane Williams,,No Experience,3.0-3.4
APP0884A,David,Smith,smith.david@email.com,(248) 837-7737,State University,Business Administration,3.53,2026.0,,Marketing Intern,1.0,"Communication, Python, Tableau, R, Project Management, JavaScript",Rejected,28006.0,Flexible,True,True,0,David Smith,,Beginner (0-2 years),3.5-4.0
APP-0885,Jane,Gonzalez,gonzalez.jane@email.com,(522) 327-7165,State University,Data Science,3.78,2026.0,,Software Developer Intern,0.0,"Excel, ",Rejected,25894.0,Unknown,False,False,3,Jane Gonzalez,,No Experience,3.5-4.0
APP_0886B,Emily,Rodriguez,rodriguez.emily@email.com,(258) 320-2701,Liberal Arts College,Psychology,3.24,2022.0,2024-03-14,Ux Design Intern,0.0,"Machine Learning, Excel, Tableau, Python, Project Management, Data Analysis, Communication",Pending,34266.0,2-4 Weeks,False,True,2,Emily Rodriguez,579.0,No Experience,3.0-3.4
APP_0886B,Emily,Rodriguez,rodriguez.emily3@email.com,(258) 320-2701,Liberal Arts College,Psychology,3.24,2022.0,2024-03-14,Ux Design Intern,0.0,"Machine Learning, Excel, Tableau, Python, Project Management, Data Analysis, Communication",Pending,34266.0,2-4 Weeks,False,True,2,Emily Rodriguez,579.0,No Experience,3.0-3.4
APP-0888B,Sarah,Williams,sarah.williams@email.com,+1 (556) 452-9950,Tech Institute,Economics,3.12,2026.0,,Business Analyst Intern,2.0,"Tableau, Communication, Python, PowerPoint",Accepted,18682.0,Immediate,False,False,3,Sarah Williams,,Beginner (0-2 years),3.0-3.4
APP_0889,Robert,Hernandez,robert603@email.com,+1 (213) 830-4304,State University,Business Administration,0.85,2025.0,2024-06-23,Marketing Intern,0.0,"Data Analysis, SQL, Project Management, Tableau",Accepted,23073.0,3 Months,False,True,4,Robert Hernandez,478.0,No Experience,Below 2.0
APP0890A,Amanda,Smith,amanda88@email.com,+1 (803) 718-1504,Community College,Economics,3.31,2022.0,,Software Developer Intern,0.0,"Tableau, PowerPoint, JavaScript",Under Review,25488.0,Immediate,False,True,4,Amanda Smith,,No Experience,3.0-3.4
APP0891A,Daniel,Jones,daniel.jones@email.com,+1 (430) 404-7967,Private College,Economics,2.95,2025.0,2024-06-23,Software Developer Intern,0.0,"SQL, JavaScript, Data Analysis, Java, Machine Learning, Excel, Communication, Project Management",Rejected,27393.0,2-4 Weeks,False,False,2,Daniel Jones,478.0,No Experience,2.0-2.9
APP_0892,Robert,Wilson,rwilson@email.com,+1 (440) 661-1074,Private College,Economics,3.89,2023.0,,Ux Design Intern,3.0,"Project Management, Java, Data Analysis",Accepted,18307.0,Immediate,True,True,4,Robert Wilson,,Intermediate (2-5 years),3.5-4.0
APP0893B,John,Rodriguez,john25@email.com,(530) 289-4564,Private College,Psychology,3.22,2024.0,2024-06-09,Ux Design Intern,4.0,"R, Excel, Java",Under Review,34394.0,Flexible,True,False,0,John Rodriguez,492.0,Intermediate (2-5 years),3.0-3.4
APP0894B,Elizabeth,Davis,elizabeth.davis@email.com,(961) 380-7048,Private College,Economics,3.03,2022.0,2024-04-08,Data Science Intern,0.0,"JavaScript, Communication, PowerPoint, Python, Data Analysis",Pending,27283.0,3 Months,False,True,3,Elizabeth Davis,554.0,No Experience,3.0-3.4
APP-0895B,John,Hernandez,hernandez.john@email.com,(830) 974-2732,Public University,Mathematics,3.72,2022.0,,Data Science Intern,1.0,"Project Management, R, Communication",Under Review,39024.0,Flexible,False,True,3,John Hernandez,,Beginner (0-2 years),3.5-4.0
APP0896,Laura,Garcia,laura.garcia@email.com,+1 (401) 618-1921,Tech Institute,Communications,2.66,2025.0,,Ux Design Intern,2.0,"Data Analysis, Communication, Java, PowerPoint, Machine Learning, JavaScript",Rejected,22424.0,2-4 Weeks,False,False,3,Laura Garcia,,Beginner (0-2 years),2.0-2.9
APP0897,Sarah,Johnson,sjohnson@email.com,+1 (578) 248-7963,Private College,Communications,3.14,2025.0,,Data Science Intern,0.0,"Communication, Data Analysis, Excel, JavaScript",Pending,28152.0,2-4 Weeks,False,True,1,Sarah Johnson,,No Experience,3.0-3.4
APP-0898B,Laura,Jones,jones.laura@email.com,(663) 874-8234,Online University,Business Administration,1.5,2026.0,2024-03-13,Data Science Intern,3.0,JAVA; R; PYTHON; EXCEL; COMMUNICATION; PROJECT MANAGEMENT; TABLEAU,Under Review,28139.0,3 Months,True,True,1,Laura Jones,580.0,Intermediate (2-5 years),Below 2.0
APP-0899B,Jane,Johnson,johnson.jane@email.com,+1 (693) 716-4076,International University,Marketing,4.0,2022.0,,Software Developer Intern,1.0,"Communication, Tableau, R, Java, Python",Accepted,28139.0,Immediate,False,False,2,Jane Johnson,,Beginner (0-2 years),3.5-4.0
,Unknown,Brown,jane.brown@email.com,(957) 840-4185,Unknown,Unknown,3.06,2024.0,2024-06-20,Unknown,0.0,,Submitted,28139.0,Unknown,False,False,0,Unknown Brown,481.0,No Experience,3.0-3.4
APP-0901,Unknown,Unknown,,,Unknown,Unknown,3.31,2024.0,,Unknown,0.0,,Rejected,26140.0,3 Months,False,False,0,Unknown Unknown,,No Experience,3.0-3.4
APP0902,Laura,Brown,laura394@email.com,(382) 908-5914,Online University,Computer Science,3.92,2023.0,,Data Science Intern,1.0,"Data Analysis, SQL, Python, PowerPoint, Excel, Communication, Project Management, Tableau",Rejected,25754.0,Immediate,True,False,2,Laura Brown,,Beginner (0-2 years),3.5-4.0
APP-0903A,Michael,Smith,michael.smith@email.com,(376) 809-6596,Liberal Arts College,Computer Science,3.48,2023.0,,Business Analyst Intern,1.0,SQL,Rejected,20255.0,2 Weeks,False,True,2,Michael Smith,,Beginner (0-2 years),3.0-3.4
APP-0904B,Emily,Hernandez,hernandez.emily@email.com,(710) 573-4408,Liberal Arts College,Marketing,3.03,2024.0,,Research Assistant,1.0,"Project Management, PowerPoint, Communication, Python, R, Machine Learning",Under Review,27257.0,Immediate,True,False,2,Emily Hernandez,,Beginner (0-2 years),3.0-3.4
APP_0905,John,Jones,jones.john@email.com,+1 (617) 206-7385,International University,Economics,3.31,2024.0,,Research Assistant,0.0,"JavaScript, Machine Learning, Python",Rejected,38558.0,2 Weeks,True,False,2,John Jones,,No Experience,3.0-3.4
APP-0906,Michael,Garcia,michael337@email.com,(784) 823-2090,Online University,Economics,3.39,2026.0,,Data Science Intern,0.0,"PowerPoint, Project Management",Under Review,28139.0,Unknown,False,True,0,Michael Garcia,,No Experience,3.0-3.4
,Unknown,Unknown,amanda.hernandez@email.com,,Unknown,Unknown,3.31,2024.0,,Unknown,0.0,"R, Excel, Data Analysis, Python, PowerPoint, Project Management, JavaScript",Unknown,28139.0,Unknown,False,False,0,Unknown Unknown,,No Experience,3.0-3.4
APP_0908,Robert,Johnson,robert217@email.com,(751) 363-8936,Liberal Arts College,Business Administration,2.98,2024.0,,Ux Design Intern,0.0,"POWERPOINT, TABLEAU, JAVA",Pending,34121.0,2 Weeks,False,False,5,Robert Johnson,,No Experience,2.0-2.9
APP_0909B,Christopher,Rodriguez,rodriguez.christopher@email.com,(953) 684-9662,Tech Institute,Economics,3.82,2026.0,,Business Analyst Intern,0.0,"Python, Project Management, PowerPoint, Java, SQL, JavaScript, Excel, Tableau",Rejected,20658.0,Immediate,False,False,0,Christopher Rodriguez,,No Experience,3.5-4.0
APP_0910B,Amanda,Hernandez,hernandez.amanda@email.com,(775) 300-7805,Liberal Arts College,Marketing,3.31,2023.0,2024-05-07,Data Science Intern,0.0,"Project Management, Java, JavaScript, PowerPoint",Accepted,17977.0,2-4 Weeks,False,False,2,Amanda Hernandez,525.0,No Experience,3.0-3.4
APP-0911,Jessica,Miller,jessica644@email.com,(905) 698-7855,Liberal Arts College,Marketing,3.57,2022.0,,Ux Design Intern,0.0,"Tableau, SQL, Data Analysis, Project Management",Under Review,32752.0,Immediate,True,False,4,Jessica Miller,,No Experience,3.5-4.0
APP0912B,Matthew,Garcia,garcia.matthew@email.com,(495) 701-5107,Private College,Marketing,3.76,2026.0,,Marketing Intern,0.0,"R, SQL, Machine Learning",Rejected,17693.0,2-4 Weeks,True,False,0,Matthew Garcia,,No Experience,3.5-4.0
APP0913,Jessica,Gonzalez,jessica349@email.com,+1 (955) 324-6931,State University,Data Science,3.41,2025.0,,Research Assistant,2.0,"SQL, Python, PowerPoint, Excel, Java, Machine Learning, JavaScript, Communication",Accepted,35545.0,Unknown,False,False,1,Jessica Gonzalez,,Beginner (0-2 years),3.0-3.4
APP_0914A,Sarah,Smith,smith.sarah@email.com,(759) 383-7800,Tech Institute,Communications,3.02,2026.0,2024-02-16,Marketing Intern,0.0,Tableau,Pending,38340.0,2 Weeks,False,False,5,Sarah Smith,606.0,No Experience,3.0-3.4
APP0915B,Jane,Wilson,jane190@email.com,(225) 827-2327,Public University,Marketing,3.54,2025.0,2024-03-02,Data Science Intern,0.0,"R, PowerPoint, Data Analysis",Pending,36595.0,1 Month,False,True,2,Jane Wilson,591.0,No Experience,3.5-4.0
APP-0916B,Emily,Smith,emily79@email.com,+1 (704) 718-6846,State University,Computer Science,3.82,2026.0,,Research Assistant,0.0,"SQL, R, POWERPOINT, PROJECT MANAGEMENT, JAVA, PYTHON, TABLEAU",Accepted,36066.0,3 Months,True,False,3,Emily Smith,,No Experience,3.5-4.0
APP-0916B,Emily,Smith,emily795@email.com,+1 (704) 718-6846,State University,Computer Science,3.82,2026.0,,Research Assistant,0.0,"SQL, R, POWERPOINT, PROJECT MANAGEMENT, JAVA, PYTHON, TABLEAU",Accepted,36066.0,3 Months,True,False,3,Emily Smith,,No Experience,3.5-4.0
APP0918A,Robert,Garcia,robert911@email.com,(371) 619-8894,International University,Marketing,3.31,2024.0,,Data Science Intern,1.0,"Data Analysis, Tableau, Excel, SQL, R, Machine Learning",Under Review,28139.0,3 Months,True,True,3,Robert Garcia,,Beginner (0-2 years),3.0-3.4
APP0919,Sarah,Miller,sarah241@email.com,(486) 387-5179,State University,Mathematics,3.56,2024.0,,Business Analyst Intern,1.0,"Tableau, Excel, R, Project Management",Accepted,20309.0,Immediate,False,False,4,Sarah Miller,,Beginner (0-2 years),3.5-4.0
APP0920,James,Miller,james689@email.com,(663) 735-8063,International University,Communications,3.79,2025.0,,Software Developer Intern,0.0,Various technical skills,Under Review,17416.0,Unknown,True,False,0,James Miller,,No Experience,3.5-4.0
APP_0921A,Emily,Smith,emily.smith@email.com,(836) 693-3583,Private College,Engineering,3.88,2025.0,,Marketing Intern,2.0,JavaScript,Accepted,37873.0,3 Months,False,False,0,Emily Smith,,Beginner (0-2 years),3.5-4.0
APP_0922A,Daniel,Garcia,daniel.garcia@email.com,(681) 499-1844,Private College,Mathematics,4.0,2024.0,2024-01-25,Software Developer Intern,2.0,"POWERPOINT, ",Under Review,35121.0,Immediate,True,False,5,Daniel Garcia,628.0,Beginner (0-2 years),3.5-4.0
APP0923,Michael,Gonzalez,mgonzalez@email.com,(314) 205-7259,Private College,Engineering,2.96,2022.0,2024-04-02,Software Developer Intern,0.0,Various technical skills,Pending,25359.0,Immediate,False,False,2,Michael Gonzalez,560.0,No Experience,2.0-2.9
APP-0924A,Michael,Wilson,michael334@email.com,(457) 866-3266,Tech Institute,Marketing,3.44,2025.0,2024-05-07,Research Assistant,3.0,"Java, JavaScript, Data Analysis, SQL, Python, Communication, PowerPoint",Rejected,33174.0,Immediate,False,True,0,Michael Wilson,525.0,Intermediate (2-5 years),3.0-3.4
APP0925B,Michelle,Brown,brown.michelle@email.com,(852) 242-5210,Online University,Psychology,3.06,2025.0,,Software Developer Intern,0.0,"Communication, Project Management, PowerPoint, Java",Rejected,19784.0,1 Month,False,False,2,Michelle Brown,,No Experience,3.0-3.4
APP_0926B,David,Davis,davis.david@email.com,(393) 947-1492,International University,Mathematics,2.79,2022.0,,Business Analyst Intern,0.0,"JavaScript, R, Tableau, Data Analysis",Under Review,24937.0,1 Month,False,False,5,David Davis,,No Experience,2.0-2.9
APP-0927,Sarah,Brown,sarah.brown@email.com,(518) 291-2887,Liberal Arts College,Mathematics,3.53,2023.0,,Data Science Intern,0.0,"Project Management, R, Python, Communication, PowerPoint, Tableau, Machine Learning, Excel",Rejected,23677.0,Flexible,True,True,1,Sarah Brown,,No Experience,3.5-4.0
